Year,Period,Branch,Branch Name,Parts Counter,Parts Shop,Parts Other,Service Customer,Service Warranty,Service Internal,Service Sublet,Service CSA,Service ACAP,Parts All,Service All
2023,7,520,Knoxville,109635.27,84221.89,8218.65,36630.6,2311.75,3174,0,0,334,202075.81,42450.35
2023,7,536,Chattanooga,67717.05,33398.21,2043.8,30471.03,4936.5,4695,1107.53,0,0,103159.06,41210.06
2023,8,113,Raleigh,475665.67,277847.43,69022.39,238316,40601.75,43175,8446.48,0,8016,822535.49,338555.23
2023,8,114,Charlotte,455832.35,293121.28,193341.65,192131.18,11353.5,79949.36,18878.12,57134.5,9701.75,942295.28,369148.41
2023,8,117,Greenville,7166.3,70729.63,170170.5,83857.5,24679.5,27684.5,765.11,66336.5,6262.5,248066.43,209585.61
2023,8,160,Asheville,225307.22,339442.61,30015.28,218055.75,10354,3771,0,33210.75,1670,594765.11,267061.5
2023,8,215,Columbia,212928.08,98163.3,91018.55,183278.3,44139.25,96195,882.16,16948,8517,402109.93,349959.71
2023,8,216,Piedmont,136027.63,106131.79,41844.58,100706.25,15108.25,30962.5,7266.6,478.5,8391.75,284004,162913.85
2023,8,218,Charleston,261077.55,56982.92,48095.15,57436.75,31366.5,11088.5,17577.61,4106,7139.25,366155.62,128714.61
2023,8,364,Macon,181835.02,50912.94,27241.43,81825.25,12866.83,13140.25,0,3330,8390.5,259989.39,119552.83
2023,8,365,Savannah,124739.78,121091.04,75783.45,108997,18840.75,65934,0,10035,11440.75,321614.27,215247.5
2023,8,367,Buford,392554.95,207483.65,67548.22,185204.95,29772.5,45713,3583.96,0,12388.75,667586.82,276663.16
2023,8,520,Knoxville,62643.58,38520.87,8521.57,43447.19,3924.5,12718,0,0,0,109686.02,60089.69
2023,8,536,Chattanooga,90185.77,20395.89,7848.01,20574.5,7372.75,1774.5,0,525,0,118429.67,30246.75
2023,9,113,Raleigh,326339.29,267224.3,60032.08,252127.76,31282.25,32279.75,17359.03,11366.75,3298.25,653595.67,347713.79
2023,9,114,Charlotte,378819.73,360739.11,107526.64,323851.82,27907.5,54486.5,14647.03,29819.25,4261.5,847085.48,454973.6
2023,9,117,Greenville,10420.03,81308.22,150909.32,71774.78,7656.75,32329,13162.9,54576,15739.75,242637.57,195239.18
2023,9,160,Asheville,255550.3,64297.62,123072.58,90215.5,13861,13297.75,0,29387.75,5552.75,442920.5,152314.75
2023,9,215,Columbia,211118.39,178145.98,125527.82,206751.83,26525.5,85041.5,33205.45,5896.25,5344,514792.19,362764.53
2023,9,216,Piedmont,163729.02,63450.54,48558.74,67938.25,14032,29263.75,5684.67,10921.5,835,275738.3,128675.17
2023,9,218,Charleston,169686.18,130544.74,104190.36,108066,20476.5,25948,790.1,6660,9894.75,404421.28,171835.35
2023,9,364,Macon,88153.79,145094.8,82986.31,78960.75,12499.25,8745,0,3375,4443.25,316234.9,108023.25
2023,9,365,Savannah,102083.41,106811.81,98191.33,108188.5,32888.25,65599,2908.59,13191.25,2186,307086.55,224961.59
2023,9,367,Buford,217454.23,227564.58,129027.61,219408.59,65796,64437,4290.1,0,-654.5,574046.42,353277.19
2023,9,520,Knoxville,61600.86,20390.93,10388.85,29332.06,3674,9499.75,0,0,0,92380.64,42505.81
2023,9,536,Chattanooga,96098.91,31033.69,5405.08,32521.95,-1036,8470.5,902.67,0,-417.5,132537.68,40441.62
2023,10,113,Raleigh,584962.14,332483.96,41195.42,207757.76,22815.25,37342.25,18218.04,3805.5,4509,958641.52,294447.8
2023,10,114,Charlotte,446492.26,252910.9,152577.81,267416.05,26979.75,90581.25,8722.77,40457.75,5051.75,851980.97,439209.32
2023,10,117,Greenville,6465.5,95971.57,66953.65,80443.25,15044.25,13516.5,3245.5,48008.5,8057.75,169390.72,168315.75
2023,10,160,Asheville,241556.7,166434.59,76402.27,137428,22837.25,11942.5,0,31528.25,3757.5,484393.56,207493.5
2023,10,215,Columbia,274528.58,177856.7,47828.22,193087.35,32048.25,58829,8868.24,3647.25,211.25,500213.5,296691.34
2023,10,216,Piedmont,139227.88,195289.42,77363.67,102129,5617.75,16866,5017.28,713,3757.5,411880.97,134100.53
2023,10,218,Charleston,181137.77,173900.89,79015.55,148435.5,18521,38278.5,10352.68,4482,14362,434054.21,234431.68
2023,10,364,Macon,147745.65,120514.24,44913.53,78570.25,7568.75,11599.5,1850,3525,8655.58,313173.42,111769.08
2023,10,365,Savannah,117706.64,67399.88,152805.46,110406.45,49146.25,41225,3833.36,9982.5,21536.5,337911.98,236130.06
2023,10,367,Buford,322083.74,215115.86,67528.75,206654.84,28102.25,65028.49,9920.26,892.5,10939.5,604728.35,321537.84
2023,10,520,Knoxville,74314.51,81505.97,10553.78,29726.1,10959,6869.75,0,840,417.5,166374.26,48812.35
2023,10,536,Chattanooga,260247.49,40658.87,20629.29,37653.5,6668,4646.25,409.24,0,2922.5,321535.65,52299.49
2023,11,113,Raleigh,367036.58,217845.34,98657.59,218363.8,64818.25,48485,24568.11,2128.75,3131.25,683539.51,361495.16
2023,11,114,Charlotte,389967.79,203419.55,96497.27,229849.09,20206.65,53051.23,13714.16,37261,3548.75,689884.61,357630.88
2023,11,117,Greenville,9580.29,97371.81,83197.28,62697.79,13300,9360,3099.54,46829,9519,190149.38,144805.33
2023,11,160,Asheville,172977.04,114506.51,63797.49,121426.5,6721.75,16405.25,0,34403.5,1336,351281.04,180293
2023,11,215,Columbia,126056.18,83228.18,77786.92,149072,21929.5,67965.75,996.93,3392.5,6847,287071.28,250203.68
2023,11,216,Piedmont,111228.19,80347.94,36670.8,80204.25,15941.25,45902.25,9063.48,0,3340,228246.93,154451.23
2023,11,218,Charleston,219914.18,76980.54,54656.69,91995.75,18560.5,22515.5,5150.43,8280,4175,351551.41,150677.18
2023,11,364,Macon,152957.7,39016.62,17963.53,39498.25,6299.5,27208.75,0,3510,12456,209937.85,88972.5
2023,11,365,Savannah,120057.38,88021.17,80896.05,103809.2,36814.75,57241.75,14196.41,12110,13602.75,288974.6,237774.86
2023,11,367,Buford,192789.2,201418.22,94735.92,169045.38,18016.5,73971.76,10306.98,0,9883.75,488943.34,281224.37
2023,11,520,Knoxville,71343.63,39310.78,10750.52,37006.15,-918.5,11819.25,0,0,0,121404.93,47906.9
2023,11,536,Chattanooga,113676.4,31355.26,2947.4,26820.25,0,1341.5,11950,600,3507,147979.06,44218.75
2023,12,113,Raleigh,255703.71,321290.87,76467.23,222059.75,25144.25,28703,9676.46,8964,16616.5,653461.81,311163.96
2023,12,114,Charlotte,446312.8,187162.98,150897.34,226669.33,14362,70675,7330.2,43048,3810.25,784373.12,365894.78
2023,12,117,Greenville,5730.39,91937.54,127061.64,89071.5,32940.25,12390,4411.08,51208.75,17827.25,224729.57,207848.83
2023,12,160,Asheville,135820.72,125585.11,61261.85,74104.87,18912.75,38558.75,0,22167,1169,322667.68,154912.37
2023,12,190,Corporate,14083.19,0,109.47,0,0,0,0,0,0,14192.66,0
2023,12,215,Columbia,198690.75,128263.75,62296.56,199265.7,59899.25,66745.63,2120.45,2418.5,342,389251.06,330791.53
2023,12,216,Piedmont,136385.64,67168.23,30479.7,87580.5,10443.25,39253.5,6450.97,0,1686,234033.57,145414.22
2023,12,218,Charleston,163350.41,100666.06,79169.11,97599.75,15495,26565.75,14322.68,5447.5,8517,343185.58,167947.68
2023,12,364,Macon,113765.95,71952.92,31805.41,78358.71,9817.75,3150,575,3090,4022.25,217524.28,99013.71
2023,12,365,Savannah,127974.45,127820.07,59688.76,111445.2,26015.5,60143,12655.11,9947.5,10559,315483.28,230765.31
2023,12,367,Buford,127120.04,89254.18,47710.33,118776.19,14620.75,46062,5969.05,4966,10238.25,264084.55,200632.24
2023,12,520,Knoxville,84858.2,82364.26,7209.51,42296.1,668,6579,0,900,0,174431.97,50443.1
2023,12,536,Chattanooga,43551.89,57847.78,1580.58,32164,0,4266,0,0,0,102980.25,36430
2024,1,113,Raleigh,360151.17,118014.44,125151.56,176188.35,34403.5,76604.25,10347.66,3373,27873,603317.17,328789.76
2024,1,114,Charlotte,390136.04,203756,130624.23,199558.39,18619,74471.25,12059.41,54329,5085.75,724516.27,364122.8
2024,1,117,Greenville,25342.98,51903.9,110322.27,57140,15352,29253.25,2863.82,58228,9453.75,187569.15,172290.82
2024,1,160,Asheville,210246.37,59129.49,43556.23,78674,4002.75,28244.25,0,24263.25,1538.75,312932.09,136723
2024,1,215,Columbia,173489.74,135542.43,75030.49,142189.77,31142.25,71019.5,14792.81,7730.75,2442.25,384062.66,269317.33
2024,1,216,Piedmont,120270.11,123825.74,31635.93,99369.75,5241,50244.5,879.23,0,3799.5,275731.78,159533.98
2024,1,218,Charleston,220425.3,79834.1,39360.54,87440.25,17392.75,17583.5,750.06,5698,3965.25,339619.94,132829.81
2024,1,364,Macon,195605.71,106667.08,26595.7,59762.75,8109.5,31756.23,4855.43,2099,9862.5,328868.49,116445.41
2024,1,365,Savannah,142547.07,46190.86,116472.93,75319.65,32204.5,53519.5,1707.71,6785.25,9793,305210.86,179329.61
2024,1,367,Buford,184215.47,109350.52,84142.18,140852.62,19493.25,81752.19,8347.56,3621.75,15991.25,377708.17,270058.62
2024,1,520,Knoxville,90170.95,23691.98,3459,18447.05,619.5,7060.25,0,1413.5,0,117321.93,27540.3
2024,1,536,Chattanooga,41231.91,79565.26,12389.58,29286.75,6753,936,334.06,1817,973.5,133186.75,40100.31
2024,2,113,Raleigh,347763.86,244777.63,76585.96,230014.22,38447.75,42095,12718.4,2896.25,2743.5,669127.45,328915.12
2024,2,114,Charlotte,438221.37,298056.91,109218.3,223358.73,26059.7,89413,14756.92,33701.75,5761.75,845496.58,393051.85
2024,2,117,Greenville,8689.67,67479.02,119992,68344.94,19494.75,35039,4891.53,61214,10354.5,196160.69,199338.72
2024,2,160,Asheville,213316.07,133123.03,60836.24,109236,4557.75,5199.5,448.82,47492.25,6150.75,407275.34,173085.07
2024,2,215,Columbia,169031.9,151875.03,103053.32,184998.02,38571.5,66359.75,2005.25,4491.25,20310.75,423960.25,316736.52
2024,2,216,Piedmont,141951.63,95639.76,30596.97,82470,7203,47579.75,12255.3,0,2061.75,268188.36,151569.8
2024,2,218,Charleston,212788.65,81274.44,29566.68,106172.75,16849.5,22122.25,2374.05,7705,3230.25,323629.77,158453.8
2024,2,364,Macon,156982.36,32602.76,27425.07,43757.5,20047,20175.75,250,6748,703.75,217010.19,91682
2024,2,365,Savannah,167749.93,69473.37,155147.91,101168.75,76686.5,47822,14192.17,7501.25,26404,392371.21,273774.67
2024,2,367,Buford,199433.52,158360.74,79882.51,184839.04,31494,52201.76,15951.98,4854.75,21186,437676.77,310527.53
2024,2,520,Knoxville,98932.92,48987.9,8578.9,38971.3,3540,12205.5,0,2095.25,1017.75,156499.72,57829.8
2024,2,536,Chattanooga,59920.86,76049.51,2633.7,42934,265.5,574,4008.06,0,177,138604.07,47958.56
2024,3,113,Raleigh,396130.12,264124.36,85498.4,214769.54,28547,34079.5,6271.02,3905.25,7035.75,745752.88,294608.06
2024,3,114,Charlotte,525206.55,172416.27,125238.19,263497.95,25064.71,88305.75,8186.02,27852.5,5841,822861.01,418747.93
2024,3,117,Greenville,10368.66,63388.54,173203.8,62180.25,22799.75,27286.25,0,49663.75,17832.75,246961,179762.75
2024,3,160,Asheville,228368.94,207659.03,24357.11,150557.75,8894.25,3327.5,0,26110.75,840.75,460385.08,189731
2024,3,190,Corporate,0,0,148.85,0,0,0,0,0,0,148.85,0
2024,3,215,Columbia,183207.41,216277.1,132980.39,207876.45,47038.5,47326.75,8092.4,27021.75,2256.75,532464.9,339612.6
2024,3,216,Piedmont,178328.02,87901.58,54075.35,95906.75,6772.25,41102.25,11177.8,0,0,320304.95,154959.05
2024,3,218,Charleston,189436.95,223370.81,29694.64,135761.5,23606.5,25564,997.05,6597,1283.25,442502.4,193809.3
2024,3,364,Macon,182441.71,41714.76,11035.39,69440.5,14542.5,27883.75,0,2288,1567.75,235191.86,115722.5
2024,3,365,Savannah,139576.29,112402.58,73333.98,97179.5,16627.25,40480.25,13485.86,11094.25,12236,325312.85,191103.11
2024,3,367,Buford,179201.22,208796.84,144724.87,170735.93,15048,52043.01,9548.9,3356,6633,532722.93,257364.84
2024,3,520,Knoxville,121968.3,33303.62,11254.76,34920.5,9735,4756,744.58,1152.5,0,166526.68,51308.58
2024,3,536,Chattanooga,77533.22,12060.74,2342.03,13011.5,929.25,2870,0,474,0,91935.99,17284.75
2024,4,113,Raleigh,607289.64,200488.73,80804.22,211114.89,26896.25,72760.75,10098.26,1194.5,4336.5,888582.59,326401.15
2024,4,114,Charlotte,516564.17,188409,109507.53,217576.21,30045.75,103038.5,5791.59,28096.75,4797,814480.7,389345.8
2024,4,117,Greenville,10894.68,65760.34,115418.41,79021.37,18817.25,56197,227.79,55327.25,7080,192073.43,216670.66
2024,4,160,Asheville,236629.64,114245.11,32237.46,119236.25,6948.75,11702.5,0,43055.25,885,383112.21,181827.75
2024,4,215,Columbia,176459.63,43317.4,91308.4,139597.12,37752,49065,12606.84,12926,6018.75,311085.43,257965.71
2024,4,216,Piedmont,238208.59,68832.3,59768.75,76055.25,12979.5,50607.75,13530.41,0,708,366809.64,153880.91
2024,4,218,Charleston,252001.79,115990.45,37073.81,108503.5,31737.75,34762,2883.49,7126.5,354,405066.05,185367.24
2024,4,364,Macon,132435.44,84502.86,86464.38,61722.25,14002,6554,0,5745.5,2852,303402.68,90875.75
2024,4,365,Savannah,140536.77,75784.88,76699.08,77176,17854.5,59405.75,7986.46,8904.5,11132,293020.73,182459.21
2024,4,367,Buford,138505.4,298177.97,55333.88,251467.3,3569.5,37442.64,22588.77,5427.25,9751.5,492017.25,330246.96
2024,4,520,Knoxville,83630.63,22752,27780.37,28100.6,2522.25,39521.25,516.79,650,0,134163,71310.89
2024,4,536,Chattanooga,50933.46,18689.97,2260.77,20890.5,0,3132.5,0,632,0,71884.2,24655
2024,5,113,Raleigh,673649.12,242182.16,83359.09,213800.32,18167,93677.25,47237.02,0,14381.25,999190.37,387262.84
2024,5,114,Charlotte,417936.16,350775.9,177779.31,243722.55,45754.5,73485.68,5679.87,26227.25,17062.5,946491.37,411932.35
2024,5,117,Greenville,13781.34,90554.04,76162.37,69665.06,15734,15125.25,6174.07,71913,7124.25,180497.75,185735.63
2024,5,160,Asheville,234732.07,175846.7,32840.02,120507.31,5487,9215,0,32717.75,2212.5,443418.79,170139.56
2024,5,215,Columbia,241792.3,103183.92,71614.37,140350,55429,56552.75,937.84,19876.5,1902.75,416590.59,275048.84
2024,5,216,Piedmont,161226.17,79229.57,58120.1,79084.25,16465.25,43176.75,10838.01,3870.5,10780.25,298575.84,164215.01
2024,5,218,Charleston,217611.2,42814.66,104474.37,81814.75,36872.25,65372.25,3463.58,11331.5,442.5,364900.23,199296.83
2024,5,364,Macon,140356.52,41497.1,30723.79,53707.75,9890.2,22170.5,0,3172.5,4738,212577.41,93678.95
2024,5,365,Savannah,149479.7,67402.36,103498.48,95844.5,40590,59295.25,7870.59,2967.5,20608,320380.54,227175.84
2024,5,367,Buford,190345.89,215298.63,116022.52,185274.04,33835.25,59863.98,3642.66,3756.5,12127.5,521667.04,298499.93
2024,5,520,Knoxville,86081.17,34655.98,9057.71,30403,6327.75,26342.25,0,711,0,129794.86,63784
2024,5,536,Chattanooga,112047.54,12984.21,7625.11,14102,309.75,9579.5,0,632,1239,132656.86,25862.25
2024,6,113,Raleigh,480785.83,260080.48,72805.44,237962.71,39422.5,50070.25,18372.64,106.5,4469.25,813671.75,350403.85
2024,6,114,Charlotte,554569.36,247824.13,92758.41,197650.95,20013.5,61221.75,11469.26,16535.75,7345.5,895151.9,314236.71
2024,6,117,Greenville,6073.64,65262.31,79897,74581,12326.5,34860.75,14071.4,48436.25,2035.5,151232.95,186311.4
2024,6,160,Asheville,251918.35,101129.97,24621.48,120852.09,7478.25,10788.75,0,24491.75,1239,377669.8,164849.84
2024,6,215,Columbia,167682.45,183875.16,79951.35,173919.8,27449.75,69097.25,7130.87,13087.5,1504.5,431508.96,292189.67
2024,6,216,Piedmont,196160.52,72011.66,36416.19,83638.75,9313.25,31832,5533.39,866,221.25,304588.37,131404.64
2024,6,218,Charleston,214195.03,83744.83,79086.59,117844.25,23718,67754,3229.5,4624.5,4425,377026.45,221595.25
2024,6,364,Macon,110029.36,30473.23,13306.56,48635,17540.97,15695,239.15,1437.5,4324,153809.15,87871.62
2024,6,365,Savannah,107800.74,76827.37,129032.07,94898.75,27257,65497,15180.98,3267.75,24472,313660.18,230573.48
2024,6,367,Buford,205157.39,164889.86,45723.33,186742.23,24819,50219.33,1859.71,6539.5,7078.5,415770.58,277258.27
2024,6,520,Knoxville,43687.88,46675.54,6534.7,37629.05,3584.25,8603,444.32,2264.75,885,96898.12,53410.37
2024,6,536,Chattanooga,89960.72,30783.46,4948.21,50557.25,0,10339.22,2566.79,0,0,125692.39,63463.26
2024,7,113,Raleigh,498391.79,182739.56,72584.42,226649.14,25059.5,57229.25,12846.8,8698.5,8921.25,753715.77,339404.44
2024,7,114,Charlotte,513858.5,226613.35,109631.14,236278.3,19944.25,84715.25,43780.9,29426.25,8142,850102.99,424536.95
2024,7,117,Greenville,11189.84,123126.32,90634.22,113709.99,33732.25,16856.25,128.08,57849.75,7257,224950.38,229533.32
2024,7,160,Asheville,193358.01,93661.55,33353.39,124356.14,10298.25,5497,0,40421.5,5310,320372.95,185882.89
2024,7,215,Columbia,217527.01,123643.41,244770.75,140072.46,34416,185846.25,388.54,17885.5,3407.25,585941.17,382016
2024,7,216,Piedmont,251697.46,121976.1,31681.69,110120.25,11225,56621.25,27453.59,0,663.75,405355.25,206083.84
2024,7,218,Charleston,209162.01,101731.32,75238.97,94414.75,26969,48676.75,3676.42,7192.5,9779.25,386132.3,190708.67
2024,7,364,Macon,148945.5,73286.32,15388.83,84310.25,8970,44176.55,650,7657,2162,237620.65,147925.8
2024,7,365,Savannah,164991.06,105355.16,77630.57,101429,28960.75,29954,4785.85,11023.75,18033.5,347976.79,194186.85
2024,7,367,Buford,222700.57,162427.63,91923.4,179458,9792.5,77010.19,2070.02,3593.75,13018.5,477051.6,284942.96
2024,7,520,Knoxville,156384.21,67331.88,7961.25,42386.1,12301.5,10843.5,1335.73,0,0,231677.34,66866.83
2024,7,536,Chattanooga,69811.02,36110.01,3026.6,41578.25,619.5,4353.33,1958.66,0,0,108947.63,48509.74
2024,8,113,Raleigh,477369.49,293744.76,83134.17,206042.79,25649.25,38131.75,2242.17,13179.75,10027.5,854248.42,295273.21
2024,8,114,Charlotte,433105.32,213513.55,132520.22,244244.61,32391,60617,6744.09,30852.5,7168.5,779139.09,385017.7
2024,8,117,Greenville,1645.93,74443.02,176003.47,86626.91,43223,20244.75,8477.13,47986,25620.75,252092.42,232178.54
2024,8,160,Asheville,262003.38,163886.93,27649.99,133371.81,6239.25,17873.75,0,40387.75,973.5,453540.3,198846.06
2024,8,215,Columbia,253410.43,194500.3,89939.08,162139.75,30145.5,69801.5,13374.1,12328.75,5708.25,537849.81,293497.85
2024,8,216,Piedmont,226068.63,141090.17,49394.52,102748.1,12524,72035.5,23486.42,0,1770,416553.32,212564.02
2024,8,218,Charleston,312308.62,67603.12,41240.73,94132,35913.25,45069,3455.82,8583.5,2876.25,421152.47,190029.82
2024,8,364,Macon,188972.41,88325.79,17891.24,90830.28,4415,12847.75,498.84,3617,2760,295189.44,114968.87
2024,8,365,Savannah,149640.33,87288.81,129219.28,80254,31951,55846.25,1747.19,12905,19851,366148.42,202554.44
2024,8,367,Buford,202471.62,213393.74,53875.59,244503.95,56059.25,45775.98,5089.76,8203,5643,469740.95,365274.94
2024,8,520,Knoxville,137491.01,78196.14,7650.45,47078.3,1106.25,15660,6236.73,666.5,0,223337.6,70747.78
2024,8,536,Chattanooga,111028.92,63579.69,12908.48,29548,4729,4659.55,217.76,843.21,3628.5,187517.09,43626.02
2024,9,113,Raleigh,351523.58,149621.92,55773.88,188902.94,29589.5,25374.75,16832.63,4977.5,6814.5,556919.38,272491.82
2024,9,114,Charlotte,439158.8,251152.9,104839.76,258889.92,29691.75,94192,16121.49,31156,7168.5,795151.46,440219.66
2024,9,117,Greenville,19015.87,111489,87513.58,79673,10350.5,53608.25,538.13,42502.25,6770.25,218018.45,193442.38
2024,9,160,Asheville,310793.74,102919.8,34760.03,115235.91,5708.25,10621.5,0,26438.25,1150.5,448473.57,159154.41
2024,9,190,Corporate,0,0,1989.78,0,0,0,0,0,0,1989.78,0
2024,9,215,Columbia,135268.11,139366.2,65668.99,180464.15,39221.5,41544.5,11018.16,11736.5,7389.75,340303.3,291374.56
2024,9,216,Piedmont,161822.84,141880.44,64370.73,84972.5,9229.25,46056,4540.6,0,7296.75,368074.01,152095.1
2024,9,218,Charleston,235602.09,132168.33,27485.63,119312.5,20819.5,42352.25,1594.5,5947,1770,395256.05,191795.75
2024,9,364,Macon,115438.1,43826.91,20139.45,52197.96,6013,13584.22,1000,0,8482.75,179404.46,81277.93
2024,9,365,Savannah,93659.23,102873.44,40285.23,115527.75,20859,34170.75,3403.34,7128.75,7297.75,236817.9,188387.34
2024,9,367,Buford,268735.64,116135.91,55148.54,152326.12,5276.62,44688.98,4731.19,2474.75,7793.5,440020.09,217291.16
2024,9,520,Knoxville,96091.67,7262.16,9131.43,14110.5,1902.75,6211.5,396.09,770.5,2079.75,112485.26,25471.09
2024,9,536,Chattanooga,70689.02,21209.69,1937.97,22058.52,0,161,237.64,0,1637.25,93836.68,24094.41
2024,10,113,Raleigh,333504.95,256493.95,66402.88,200507.07,24224.5,64003.25,15821.6,21188,5708.25,656401.78,331452.67
2024,10,114,Charlotte,478666.35,333839.43,138864.41,342661.78,13558,101036.25,11668.48,47259,4159.5,951370.19,523343.01
2024,10,117,Greenville,8035.16,54031.68,107961.79,71280.16,10342.75,52977,1454.43,60585.5,11549.25,170028.63,208189.09
2024,10,160,Asheville,212682.51,98535.1,65493.12,108190.71,6726,26115,0,24922,575.25,376710.73,166528.96
2024,10,215,Columbia,156960.14,210362.6,99005.49,123647.75,65248.5,54720.25,9048.32,18306,4779,466328.23,275749.82
2024,10,216,Piedmont,252926.87,104482.93,121472.88,84198,28083,70796.5,23631.05,1867,1725.75,478882.68,210301.3
2024,10,218,Charleston,240145.62,96519.88,45362.58,100092,16793.25,58922.75,3193.03,5934.5,840.75,382028.08,185776.28
2024,10,364,Macon,129300.64,76982.92,14880.34,48825.63,9016,15861.74,-10,6846.25,-156.75,221163.9,80382.87
2024,10,365,Savannah,161857.22,186200.85,107269.97,146287.69,21343.63,58634.25,3831.73,3988.75,17388,455328.04,251474.05
2024,10,367,Buford,188903.92,209572.19,61026.88,156528.85,18877.93,49359.31,3821.57,4127.5,7029,459502.99,239744.16
2024,10,520,Knoxville,158032.19,50754.3,7991.05,37509.12,1290.75,6538.5,0,1207.5,1327.5,216777.54,47873.37
2024,10,536,Chattanooga,107843.35,67826.08,13281.67,60576.91,1283.25,4823.59,7979.12,2594.98,575.25,188951.1,77833.1
2024,11,113,Raleigh,416354.76,187142.28,116554.41,193071.44,35979.5,38652.75,6953.45,15838.75,12788.25,720051.45,303284.14
2024,11,114,Charlotte,421908.68,220779.89,195135.02,184812.32,34682.25,140622.5,16064.88,31197,5531.25,837823.59,415910.2
2024,11,117,Greenville,9759.91,41323.1,53331.93,42686.08,4313.5,16975.25,459.94,37479,6460.5,104414.94,108374.27
2024,11,160,Asheville,191907.3,144793.75,38604.08,100423.78,10000.25,26808,0,23218.5,2522.25,375305.13,162972.78
2024,11,190,Corporate,0,0,-1989.78,0,0,0,0,0,0,-1989.78,0
2024,11,215,Columbia,130140.6,214807.89,46420,144052.25,25251.25,36363.75,5893.14,7953,6372,391368.49,225885.39
2024,11,216,Piedmont,131353.66,53299.99,86248.76,62701.25,7707.75,97971.75,16309.99,0,3253.25,270902.41,187943.99
2024,11,218,Charleston,218394.92,75507.33,22419.44,114525,15207,49153.5,6127.32,3806,796.5,316321.69,189615.32
2024,11,364,Macon,103692.93,42539.72,79899.74,44098.75,19371.14,23604.43,0,3201.25,7958,226132.39,98233.57
2024,11,365,Savannah,103883.89,74287.38,46696.35,77176.75,22675.37,35170.75,4561.46,10712.5,5014,224867.62,155310.83
2024,11,367,Buford,198692.24,127530.04,117061.77,122568.3,32146.25,57533.99,2286.39,5065.5,7029,443284.05,226629.43
2024,11,520,Knoxville,103375.91,16571.9,4024.71,22949,884.5,17300.63,452.87,1358.5,0,123972.52,42945.5
2024,11,536,Chattanooga,82627.46,44180.54,3094.22,25646.5,1504.5,12049.36,3326.19,0,-1504.5,129902.22,41022.05
2024,12,113,Raleigh,331267.75,194493.01,101004.53,195049.49,23529.5,32722,17660.48,8006.5,10000.5,626765.29,286968.47
2024,12,114,Charlotte,382238.47,315213.07,139308.93,324892.07,33773.25,92290.25,46184.11,32343.5,3451.5,836760.47,535934.68
2024,12,117,Greenville,13812.25,111853.11,51544.38,110804.08,7227.25,22614.25,5576.35,40487.25,575.25,177209.74,187284.43
2024,12,160,Asheville,239192.67,86643.33,54986.78,129470.93,9779.25,23019,0,24056.25,6549,380822.78,192874.43
2024,12,190,Corporate,-8583.57,0,0,0,0,0,0,0,0,-8583.57,0
2024,12,215,Columbia,144422.58,104158.89,95681.17,86745,49330.75,147922,10910.08,13777,3053.25,344262.64,311738.08
2024,12,216,Piedmont,175527.28,139757.74,84010.44,117573.65,11902.5,68937,9127.55,0,1858.5,399295.46,209399.2
2024,12,218,Charleston,145911.09,158271.61,50017.76,134481.75,36842,59989,20147.69,2206,1637.25,354200.46,255303.69
2024,12,364,Macon,73807.37,29104.23,22846.96,49810.19,12499.5,51304.25,882.93,2528,4324,125758.56,121348.87
2024,12,365,Savannah,115503.69,148240.64,39720.13,115285.75,13327.2,58782.5,1813.66,9184,1564,303464.46,199957.11
2024,12,367,Buford,167287.84,115865.35,50205.55,161119.14,48005.75,111529,12598.34,670,-11286,333358.74,322636.23
2024,12,520,Knoxville,150047.64,31999.56,37776.63,36338.25,9115.5,24049.5,812.2,0,0,219823.83,70315.45
2024,12,536,Chattanooga,38723.22,63546.2,1576.77,45640.75,3761.25,6698,988.43,0,0,103846.19,57088.43
2025,1,113,Raleigh,385313.57,192360.1,35031.27,201760.95,17614.75,32609,11655.72,3874,4313.25,612704.94,271827.67
2025,1,114,Charlotte,358616.08,141223.74,150896.12,195422.27,24978,106516.25,12486.12,27372,1541.25,650735.94,371315.89
2025,1,117,Greenville,2633.73,24153.63,53779.9,50321.33,3065.88,16418.5,0,40632,177,80567.26,110614.71
2025,1,160,Asheville,162989.11,98340.64,69399.29,110958.67,11040,40152.58,0,21084,325.5,330729.04,183560.75
2025,1,215,Columbia,182198.37,185183.05,70299.18,140722.31,35505,67959,2135.48,13550,4516.25,437680.6,264388.04
2025,1,216,Piedmont,133965.97,28699.43,23543.43,56388.9,7821.25,46121.5,2100.21,0,-522,186208.83,111909.86
2025,1,218,Charleston,138855.24,59124.95,47469.27,50205,28161.5,31387.5,7741.33,0,558,245449.46,118053.33
2025,1,364,Macon,151472.05,19415.79,10072.49,47924.38,6049,7878.7,685,8186,1622.5,180960.33,72345.58
2025,1,365,Savannah,166592.84,42818.9,100463.36,53588.71,14385,24417.25,2133.04,12824.5,10473.5,309875.1,117822
2025,1,367,Buford,156547.59,109226.32,97740.01,154062.26,35132.38,111904.25,3052.53,9560.53,3884.5,363513.92,317596.45
2025,1,520,Knoxville,92102.39,16590.05,56991.49,15607.5,990,14691.5,0,788.88,6091.5,165683.93,38169.38
2025,1,536,Chattanooga,69146.21,14105.74,12839.02,20643.75,883.5,37203.75,246.98,645.93,0,96090.97,59623.91
2025,2,113,Raleigh,364898.3,251279.72,121746.38,203749.38,28262,28611.5,24024.25,8543,13438.5,737924.4,306628.63
